"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,223,"CHE","Switzerland",43,"CHE","Switzerland","SWITZERLAND","Switzerland","Schweiz|Suisse|Svizzera",NA,"Schweiz|Svizzera|Svizra|Swiss Confederation|Confœderatio Helvetica",NA,"Suisse ","Suiza ","<U+0428><U+0432><U+0435><U+0439><U+0446><U+0430><U+0440><U+0438><U+044F>","<U+0633><U+0648><U+064A><U+0633><U+0631><U+0627>","<U+745E><U+58EB> ",NA,NA,"Switzerland","CH",NA,"SZ",756,"1900","Present",7170407,41178.398,174.13030492347,"Western Europe","Europe",2,NA,NA,1,NA,"High income: OECD","Debt not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
